author_id,username,author_followers,author_tweets,author_description,author_location,text,created_at,retweets,replies,likes,quote_count
1105437515673190400,RobNicholls15,210,6407,"Believe nothing, Question everything! 
A libertarian that fights for truth, equality, freedom and meritocracy!
Fake accounts will be reported and blocked.",,"Show me the evidence that the #vaccine is safe or dangerous! 
I'll wait here. #vaccinated #unvaccinated #Covid_19 #FreedomRally",2021-11-20 23:43:14+00:00,0,0,1,0
